tick,positive Demand [MW],negative Demand [MW],positive Call-Off [MW],negative Call-Off [MW]
7229,0,0,5,70
7230,0,0,297,5
7231,0,0,322,0
7232,4155,4332,156,16
7233,0,0,536,0
7234,0,0,771,0
7235,0,0,213,8
7236,0,0,41,25
7237,0,0,1,76
7238,0,0,0,232
7239,0,0,12,87
7240,0,0,193,3
7241,0,0,100,7
7242,0,0,108,4
7243,0,0,25,6
7244,0,0,293,1
7245,0,0,194,6
7246,0,0,78,15
7247,0,0,5,122
7248,4155,4332,59,44
7249,0,0,39,23
7250,0,0,132,8
7251,0,0,14,183
7252,0,0,40,71
7253,0,0,0,381
7254,0,0,3,377
7255,0,0,0,827
7256,0,0,0,791
7257,0,0,23,776
7258,0,0,2,322
7259,0,0,0,320
7260,0,0,2,312
7261,0,0,2,260
7262,0,0,30,80
7263,0,0,30,95
7264,4155,4332,0,283
7265,0,0,10,107
7266,0,0,62,102
7267,0,0,65,19
7268,0,0,29,18
7269,0,0,117,2
7270,0,0,211,2
7271,0,0,169,1
7272,0,0,33,5
7273,0,0,76,43
7274,0,0,241,15
7275,0,0,741,0
7276,0,0,733,0
7277,0,0,717,91
7278,0,0,381,75
7279,0,0,10,75
7280,4155,4332,479,12
7281,0,0,559,1
7282,0,0,358,1
7283,0,0,189,2
7284,0,0,517,1
7285,0,0,389,3
7286,0,0,309,9
7287,0,0,80,33
7288,0,0,200,20
7289,0,0,217,2
7290,0,0,365,2
7291,0,0,78,4
7292,0,0,557,1
7293,0,0,431,3
7294,0,0,205,4
7295,0,0,48,10
7296,4155,4332,394,1
7297,0,0,459,2
7298,0,0,507,2
7299,0,0,108,19
7300,0,0,382,13
7301,0,0,223,1
7302,0,0,362,1
7303,0,0,310,23
7304,0,0,603,1
7305,0,0,399,1
7306,0,0,342,2
7307,0,0,242,3
7308,0,0,168,3
7309,0,0,242,1
7310,0,0,330,1
7311,0,0,294,1
7312,4155,4332,148,1
7313,0,0,93,2
7314,0,0,230,2
7315,0,0,301,1
7316,0,0,215,1
7317,0,0,287,2
7318,0,0,248,11
7319,0,0,407,0
7320,0,0,251,83
7321,0,0,152,49
7322,0,0,67,22
7323,0,0,35,40
7324,0,0,48,6
7325,0,0,17,62
7326,0,0,4,189
7327,0,0,2,411
7328,4155,4332,9,93
7329,0,0,139,49
7330,0,0,111,60
7331,0,0,191,0
7332,0,0,460,0
7333,0,0,130,6
7334,0,0,124,3
7335,0,0,13,32
7336,0,0,165,10
7337,0,0,68,56
7338,0,0,2,198
7339,0,0,0,381
7340,0,0,9,290
7341,0,0,5,278
7342,0,0,0,200
7343,0,0,0,254
7344,4155,4332,14,160
7345,0,0,4,246
7346,0,0,88,38
7347,0,0,84,47
7348,0,0,310,2
7349,0,0,118,8
7350,0,0,63,6
7351,0,0,9,37
7352,0,0,40,82
7353,0,0,124,7
7354,0,0,51,36
7355,0,0,10,113
7356,0,0,18,437
7357,0,0,0,540
7358,0,0,1,425
7359,0,0,2,462
7360,4155,4332,0,739
7361,0,0,0,663
7362,0,0,1,345
7363,0,0,1,329
7364,0,0,16,283
7365,0,0,14,153
7366,0,0,52,193
7367,0,0,12,62
7368,0,0,0,672
7369,0,0,0,760
7370,0,0,0,319
7371,0,0,130,42
7372,0,0,229,0
7373,0,0,75,6
7374,0,0,102,30
7375,0,0,115,13
7376,4155,4332,758,7
7377,0,0,612,0
7378,0,0,416,1
7379,0,0,132,1
7380,0,0,625,3
7381,0,0,526,0
7382,0,0,256,4
7383,0,0,29,22
7384,0,0,235,10
7385,0,0,282,8
7386,0,0,79,17
7387,0,0,32,16
7388,0,0,31,12
7389,0,0,27,50
7390,0,0,114,10
7391,0,0,18,27
7392,4155,4332,60,72
7393,0,0,77,16
7394,0,0,23,33
7395,0,0,9,79
7396,0,0,194,48
7397,0,0,22,92
7398,0,0,16,7
7399,0,0,11,92
7400,0,0,198,34
7401,0,0,166,88
7402,0,0,16,256
7403,0,0,15,16
7404,0,0,465,0
7405,0,0,208,0
7406,0,0,255,0
7407,0,0,165,3
7408,4155,4332,60,2
7409,0,0,86,6
7410,0,0,121,29
7411,0,0,15,151
7412,0,0,131,31
7413,0,0,87,2
7414,0,0,68,13
7415,0,0,169,3
7416,0,0,117,122
7417,0,0,318,2
7418,0,0,279,1
7419,0,0,309,0
7420,0,0,52,12
7421,0,0,25,117
7422,0,0,32,98
7423,0,0,56,63
7424,4155,4332,4,120
7425,0,0,75,69
7426,0,0,123,11
7427,0,0,211,1
7428,0,0,178,3
7429,0,0,173,4
7430,0,0,235,1
7431,0,0,205,0
7432,0,0,313,2
7433,0,0,520,0
7434,0,0,387,0
7435,0,0,377,1
7436,0,0,308,1
7437,0,0,352,0
7438,0,0,193,0
7439,0,0,295,2
7440,4155,4332,307,1
7441,0,0,259,1
7442,0,0,371,1
7443,0,0,185,1
7444,0,0,802,0
7445,0,0,610,3
7446,0,0,532,86
7447,0,0,3,137
7448,0,0,78,23
7449,0,0,82,3
7450,0,0,6,61
7451,0,0,71,2
7452,0,0,173,4
7453,0,0,185,2
7454,0,0,96,2
7455,0,0,48,13
7456,4155,4332,29,74
7457,0,0,125,39
7458,0,0,237,12
7459,0,0,126,17
7460,0,0,300,29
7461,0,0,272,0
7462,0,0,258,0
7463,0,0,214,1
7464,0,0,35,48
7465,0,0,57,54
7466,0,0,50,78
7467,0,0,298,2
7468,0,0,169,1
7469,0,0,232,0
7470,0,0,210,1
7471,0,0,102,4
7472,4155,4332,449,14
7473,0,0,333,1
7474,0,0,42,10
7475,0,0,39,6
7476,0,0,119,3
7477,0,0,135,12
7478,0,0,26,63
7479,0,0,8,133
7480,0,0,39,12
7481,0,0,246,2
7482,0,0,163,4
7483,0,0,107,2
7484,0,0,118,2
7485,0,0,69,4
7486,0,0,27,11
7487,0,0,10,105
7488,4155,4332,7,100
7489,0,0,9,61
7490,0,0,7,140
7491,0,0,6,146
7492,0,0,86,73
7493,0,0,14,110
7494,0,0,12,20
7495,0,0,4,144
7496,0,0,6,114
7497,0,0,9,124
7498,0,0,5,29
7499,0,0,4,62
7500,0,0,7,41
7501,0,0,9,60
7502,0,0,15,22
7503,0,0,8,43
7504,4155,4332,20,5
7505,0,0,11,8
7506,0,0,8,9
7507,0,0,17,7
7508,0,0,25,6
7509,0,0,12,45
7510,0,0,10,17
7511,0,0,22,21
7512,0,0,214,1
7513,0,0,132,4
7514,0,0,66,3
7515,0,0,94,2
7516,0,0,335,6
7517,0,0,624,1
7518,0,0,361,1
7519,0,0,516,1
7520,4155,4332,344,1
7521,0,0,343,1
7522,0,0,278,1
7523,0,0,161,1
7524,0,0,35,4
7525,0,0,80,3
7526,0,0,131,3
7527,0,0,146,1
7528,0,0,40,22
7529,0,0,68,7
7530,0,0,9,50
7531,0,0,11,37
7532,0,0,270,1
7533,0,0,229,1
7534,0,0,55,38
7535,0,0,8,202
7536,4155,4332,230,20
7537,0,0,36,15
7538,0,0,163,11
7539,0,0,39,55
7540,0,0,313,2
7541,0,0,208,23
7542,0,0,24,71
7543,0,0,10,168
7544,0,0,5,187
7545,0,0,21,24
7546,0,0,22,17
7547,0,0,2,191
7548,0,0,34,45
7549,0,0,27,10
7550,0,0,25,18
7551,0,0,31,8
7552,4155,4332,50,1
7553,0,0,25,51
7554,0,0,6,69
7555,0,0,7,76
7556,0,0,33,55
7557,0,0,72,6
7558,0,0,58,8
7559,0,0,14,136
7560,0,0,8,298
7561,0,0,9,232
7562,0,0,9,161
7563,0,0,35,12
7564,0,0,17,138
7565,0,0,26,220
7566,0,0,19,95
7567,0,0,17,54
7568,4155,4332,59,90
7569,0,0,100,38
7570,0,0,136,25
7571,0,0,117,7
7572,0,0,135,4
7573,0,0,158,7
7574,0,0,96,49
7575,0,0,13,36
7576,0,0,287,2
7577,0,0,143,11
7578,0,0,80,38
7579,0,0,8,174
7580,0,0,91,45
7581,0,0,105,5
7582,0,0,291,3
7583,0,0,24,38
7584,4155,4332,43,26
7585,0,0,128,5
7586,0,0,148,3
7587,0,0,34,7
7588,0,0,425,1
7589,0,0,166,2
7590,0,0,81,12
7591,0,0,53,5
7592,0,0,387,0
7593,0,0,84,35
7594,0,0,28,6
7595,0,0,19,43
7596,0,0,177,12
7597,0,0,71,10
7598,0,0,40,7
7599,0,0,43,9
7600,4155,4332,28,13
7601,0,0,12,57
7602,0,0,47,18
7603,0,0,154,8
7604,0,0,129,14
7605,0,0,28,45
7606,0,0,14,89
7607,0,0,133,3
7608,0,0,55,8
7609,0,0,14,173
7610,0,0,17,39
7611,0,0,134,4
7612,0,0,49,21
7613,0,0,344,1
7614,0,0,703,0
7615,0,0,995,0
7616,4155,4332,767,0
7617,0,0,1184,0
7618,0,0,1159,0
7619,0,0,914,0
7620,0,0,158,1
7621,0,0,284,1
7622,0,0,454,0
7623,0,0,447,0
7624,0,0,267,1
7625,0,0,249,0
7626,0,0,65,29
7627,0,0,15,218
7628,0,0,9,220
7629,0,0,4,128
7630,0,0,7,244
7631,0,0,1,495
7632,4155,4332,3,762
7633,0,0,0,1123
7634,0,0,1,980
7635,0,0,11,470
7636,0,0,49,70
7637,0,0,1,255
7638,0,0,0,268
7639,0,0,9,22
7640,0,0,177,18
7641,0,0,109,3
7642,0,0,188,1
7643,0,0,157,1
7644,0,0,47,21
7645,0,0,14,18
7646,0,0,48,30
7647,0,0,95,1
7648,4155,4332,25,79
7649,0,0,123,136
7650,0,0,114,18
7651,0,0,298,2
7652,0,0,101,63
7653,0,0,237,23
7654,0,0,588,1
7655,0,0,375,0
7656,0,0,125,3
7657,0,0,182,1
7658,0,0,222,3
7659,0,0,640,0
7660,0,0,593,19
7661,0,0,50,4
7662,0,0,42,17
7663,0,0,128,13
7664,4155,4332,204,26
7665,0,0,56,33
7666,0,0,15,86
7667,0,0,7,202
7668,0,0,69,102
7669,0,0,128,41
7670,0,0,27,14
7671,0,0,12,7
7672,0,0,325,1
7673,0,0,219,1
7674,0,0,131,3
7675,0,0,38,7
7676,0,0,69,34
7677,0,0,21,24
7678,0,0,41,93
7679,0,0,11,77
7680,4155,4332,94,111
7681,0,0,14,51
7682,0,0,24,73
7683,0,0,6,85
7684,0,0,26,102
7685,0,0,8,153
7686,0,0,63,8
7687,0,0,5,26
7688,0,0,138,2
7689,0,0,35,5
7690,0,0,38,9
7691,0,0,4,45
7692,0,0,169,16
7693,0,0,22,73
7694,0,0,13,84
7695,0,0,5,33
7696,4155,4332,25,4
7697,0,0,100,3
7698,0,0,27,7
7699,0,0,76,6
7700,0,0,75,2
7701,0,0,360,4
7702,0,0,269,3
7703,0,0,154,3
7704,0,0,24,39
7705,0,0,7,192
7706,0,0,4,285
7707,0,0,11,175
7708,0,0,4,220
7709,0,0,357,1
7710,0,0,587,0
7711,0,0,934,1
7712,4155,4332,513,0
7713,0,0,392,0
7714,0,0,81,20
7715,0,0,6,135
7716,0,0,0,432
7717,0,0,1,317
7718,0,0,2,203
7719,0,0,8,153
7720,0,0,8,184
7721,0,0,2,359
7722,0,0,0,290
7723,0,0,4,132
7724,0,0,161,15
7725,0,0,177,2
7726,0,0,540,1
7727,0,0,665,0
7728,4155,4332,708,0
7729,0,0,532,0
7730,0,0,1029,0
7731,0,0,1081,1
7732,0,0,1274,0
7733,0,0,921,0
7734,0,0,757,0
7735,0,0,639,0
7736,0,0,691,0
7737,0,0,390,0
7738,0,0,419,0
7739,0,0,154,1
7740,0,0,294,0
7741,0,0,353,1
7742,0,0,235,2
7743,0,0,293,2
7744,4155,4332,767,0
7745,0,0,836,0
7746,0,0,373,1
7747,0,0,415,0
7748,0,0,129,2
7749,0,0,193,0
7750,0,0,166,2
7751,0,0,259,1
7752,0,0,20,8
7753,0,0,36,16
7754,0,0,151,4
7755,0,0,164,4
7756,0,0,181,1
7757,0,0,101,2
7758,0,0,129,16
7759,0,0,8,69
7760,4155,4332,185,101
7761,0,0,17,300
7762,0,0,3,245
7763,0,0,7,301
7764,0,0,2,492
7765,0,0,3,453
7766,0,0,2,540
7767,0,0,3,379
7768,0,0,19,80
7769,0,0,13,83
7770,0,0,6,117
7771,0,0,4,246
7772,0,0,2,433
7773,0,0,3,266
7774,0,0,2,396
7775,0,0,4,365
7776,4155,4332,9,97
7777,0,0,8,98
7778,0,0,28,61
7779,0,0,5,93
7780,0,0,4,102
7781,0,0,7,118
7782,0,0,31,50
7783,0,0,3,173
7784,0,0,16,66
7785,0,0,13,61
7786,0,0,54,4
7787,0,0,5,23
7788,0,0,91,14
7789,0,0,20,26
7790,0,0,237,1
7791,0,0,41,7
7792,4155,4332,39,5
7793,0,0,9,28
7794,0,0,10,46
7795,0,0,26,9
7796,0,0,9,78
7797,0,0,5,156
7798,0,0,9,94
7799,0,0,11,142
7800,0,0,22,40
7801,0,0,4,91
7802,0,0,1,347
7803,0,0,2,274
7804,0,0,2,354
7805,0,0,6,152
7806,0,0,34,69
7807,0,0,56,6
7808,4155,4332,16,48
7809,0,0,3,145
7810,0,0,2,294
7811,0,0,0,556
7812,0,0,1,319
7813,0,0,0,263
7814,0,0,6,183
7815,0,0,9,106
7816,0,0,147,6
7817,0,0,73,6
7818,0,0,250,2
7819,0,0,236,1
7820,0,0,92,44
7821,0,0,20,15
7822,0,0,421,1
7823,0,0,329,1
7824,4155,4332,101,7
7825,0,0,3,112
7826,0,0,1,238
7827,0,0,0,513
7828,0,0,4,196
7829,0,0,5,40
7830,0,0,4,98
7831,0,0,4,53
7832,0,0,32,37
7833,0,0,116,4
7834,0,0,246,3
7835,0,0,119,7
7836,0,0,603,1
7837,0,0,412,0
7838,0,0,615,0
7839,0,0,259,0
7840,4155,4332,715,1
7841,0,0,573,0
7842,0,0,522,0
7843,0,0,185,2
7844,0,0,22,20
7845,0,0,53,5
7846,0,0,62,6
7847,0,0,129,3
7848,0,0,25,6
7849,0,0,318,3
7850,0,0,473,1
7851,0,0,835,0
7852,0,0,693,1
7853,0,0,655,1
7854,0,0,332,1
7855,0,0,164,2
7856,4155,4332,118,7
7857,0,0,80,18
7858,0,0,8,123
7859,0,0,3,186
7860,0,0,108,111
7861,0,0,518,200
7862,0,0,79,62
7863,0,0,3,318
7864,0,0,76,72
7865,0,0,98,2
7866,0,0,213,2
7867,0,0,27,12
7868,0,0,6,136
7869,0,0,2,296
7870,0,0,4,284
7871,0,0,7,97
7872,4155,4332,9,231
7873,0,0,6,240
7874,0,0,7,86
7875,0,0,5,82
7876,0,0,18,26
7877,0,0,10,16
7878,0,0,6,49
7879,0,0,6,31
7880,0,0,75,10
7881,0,0,5,151
7882,0,0,27,60
7883,0,0,2,95
7884,0,0,16,114
7885,0,0,12,172
7886,0,0,7,105
7887,0,0,3,215
7888,4155,4332,8,99
7889,0,0,35,17
7890,0,0,43,3
7891,0,0,79,2
7892,0,0,57,23
7893,0,0,8,59
7894,0,0,30,71
7895,0,0,98,2
7896,0,0,27,71
7897,0,0,146,44
7898,0,0,379,0
7899,0,0,371,1
7900,0,0,55,16
7901,0,0,117,1
7902,0,0,181,2
7903,0,0,372,1
7904,4155,4332,27,67
7905,0,0,23,39
7906,0,0,46,10
7907,0,0,63,29
7908,0,0,469,2
7909,0,0,554,1
7910,0,0,439,0
7911,0,0,472,1
7912,0,0,387,0
7913,0,0,298,1
7914,0,0,548,1
7915,0,0,442,1
7916,0,0,366,0
7917,0,0,274,1
7918,0,0,320,1
7919,0,0,251,1
7920,4155,4332,391,1
7921,0,0,115,1
7922,0,0,135,3
7923,0,0,69,2
7924,0,0,248,0
7925,0,0,37,20
7926,0,0,41,97
7927,0,0,6,89
7928,0,0,94,55
7929,0,0,26,22
7930,0,0,216,2
7931,0,0,234,4
7932,0,0,369,1
7933,0,0,371,1
7934,0,0,384,0
7935,0,0,286,0
7936,4155,4332,877,0
7937,0,0,824,0
7938,0,0,523,0
7939,0,0,277,2
7940,0,0,41,29
7941,0,0,195,15
7942,0,0,216,2
7943,0,0,269,1
7944,0,0,38,4
7945,0,0,150,1
7946,0,0,336,1
7947,0,0,680,0
7948,0,0,476,0
7949,0,0,585,0
7950,0,0,538,0
7951,0,0,293,0
7952,4155,4332,250,4
7953,0,0,29,65
7954,0,0,15,179
7955,0,0,20,150
7956,0,0,408,19
7957,0,0,147,5
7958,0,0,10,87
7959,0,0,5,67
7960,0,0,72,16
7961,0,0,68,4
7962,0,0,25,104
7963,0,0,9,64
7964,0,0,50,10
7965,0,0,4,132
7966,0,0,10,100
7967,0,0,5,213
7968,4155,4332,23,70
7969,0,0,46,42
7970,0,0,39,30
7971,0,0,8,86
7972,0,0,14,161
7973,0,0,66,10
7974,0,0,9,72
7975,0,0,10,13
7976,0,0,171,18
7977,0,0,71,2
7978,0,0,143,2
7979,0,0,56,18
7980,0,0,296,2
7981,0,0,105,7
7982,0,0,144,2
7983,0,0,112,3
7984,4155,4332,20,11
7985,0,0,137,1
7986,0,0,250,3
7987,0,0,191,5
7988,0,0,183,2
7989,0,0,59,12
7990,0,0,139,8
7991,0,0,97,27
7992,0,0,25,21
7993,0,0,3,167
7994,0,0,1,398
7995,0,0,5,169
7996,0,0,4,259
7997,0,0,4,52
7998,0,0,9,17
7999,0,0,20,7
8000,4155,4332,98,5
8001,0,0,194,1
8002,0,0,163,1
8003,0,0,358,1
8004,0,0,137,3
8005,0,0,29,13
8006,0,0,18,15
8007,0,0,6,57
8008,0,0,21,15
8009,0,0,213,2
8010,0,0,234,1
8011,0,0,483,0
8012,0,0,630,1
8013,0,0,810,0
8014,0,0,709,0
8015,0,0,436,0
8016,4155,4332,510,0
8017,0,0,179,1
8018,0,0,12,22
8019,0,0,4,141
8020,0,0,2,147
8021,0,0,1,190
8022,0,0,0,405
8023,0,0,0,667
8024,0,0,2,284
8025,0,0,1,289
8026,0,0,20,140
8027,0,0,3,74
8028,0,0,21,19
8029,0,0,19,21
8030,0,0,21,19
8031,0,0,113,6
8032,4155,4332,239,4
8033,0,0,326,1
8034,0,0,285,2
8035,0,0,350,2
8036,0,0,504,0
8037,0,0,479,0
8038,0,0,523,2
8039,0,0,473,42
8040,0,0,303,337
8041,0,0,12,140
8042,0,0,68,10
8043,0,0,417,2
8044,0,0,752,1
8045,0,0,501,1
8046,0,0,178,1
8047,0,0,136,96
8048,4155,4332,356,9
8049,0,0,92,104
8050,0,0,6,99
8051,0,0,3,265
8052,0,0,6,184
8053,0,0,3,434
8054,0,0,1,517
8055,0,0,1,514
8056,0,0,6,284
8057,0,0,10,99
8058,0,0,81,41
8059,0,0,17,171
8060,0,0,185,33
8061,0,0,55,9
8062,0,0,80,95
8063,0,0,2,174
8064,4155,4332,290,11
8065,0,0,276,3
8066,0,0,199,2
8067,0,0,183,4
8068,0,0,317,4
8069,0,0,239,2
8070,0,0,150,1
8071,0,0,72,4
8072,0,0,182,1
8073,0,0,14,69
8074,0,0,244,63
8075,0,0,44,6
8076,0,0,192,6
8077,0,0,169,4
8078,0,0,88,6
8079,0,0,226,1
8080,4155,4332,216,2
8081,0,0,119,4
8082,0,0,82,5
8083,0,0,165,3
8084,0,0,128,1
8085,0,0,78,5
8086,0,0,37,25
8087,0,0,63,4
8088,0,0,49,12
8089,0,0,11,40
8090,0,0,51,19
8091,0,0,318,2
8092,0,0,278,3
8093,0,0,293,2
8094,0,0,67,5
8095,0,0,216,4
8096,4155,4332,56,22
8097,0,0,55,5
8098,0,0,93,5
8099,0,0,84,4
8100,0,0,160,9
8101,0,0,101,1
8102,0,0,285,3
8103,0,0,130,3
8104,0,0,195,1
8105,0,0,179,1
8106,0,0,158,3
8107,0,0,271,4
8108,0,0,267,1
8109,0,0,495,1
8110,0,0,968,2
8111,0,0,1154,1
8112,4155,4332,990,1
8113,0,0,917,2
8114,0,0,985,1
8115,0,0,824,179
8116,0,0,560,49
8117,0,0,513,1
8118,0,0,876,1
8119,0,0,514,0
8120,0,0,738,1
8121,0,0,319,1
8122,0,0,524,1
8123,0,0,160,3
8124,0,0,61,2
8125,0,0,29,9
8126,0,0,95,2
8127,0,0,56,4
8128,4155,4332,84,5
8129,0,0,112,2
8130,0,0,169,2
8131,0,0,234,3
8132,0,0,671,1
8133,0,0,939,0
8134,0,0,1024,1
8135,0,0,1270,1
8136,0,0,1195,1
8137,0,0,1093,1
8138,0,0,1126,1
8139,0,0,1406,1
8140,0,0,1028,2
8141,0,0,1163,2
8142,0,0,932,1
8143,0,0,683,1
8144,4155,4332,468,9
8145,0,0,35,180
8146,0,0,5,197
8147,0,0,1,720
8148,0,0,3,230
8149,0,0,7,213
8150,0,0,5,200
8151,0,0,3,235
8152,0,0,30,88
8153,0,0,8,118
8154,0,0,17,59
8155,0,0,17,39
8156,0,0,89,5
8157,0,0,58,3
8158,0,0,86,3
8159,0,0,130,55
8160,4155,4332,4,164
8161,0,0,3,178
8162,0,0,6,99
8163,0,0,2,158
8164,0,0,8,99
8165,0,0,4,75
8166,0,0,13,40
8167,0,0,4,65
8168,0,0,11,77
8169,0,0,4,97
8170,0,0,18,130
8171,0,0,4,57
8172,0,0,3,128
8173,0,0,2,187
8174,0,0,1,250
8175,0,0,3,332
8176,4155,4332,7,59
8177,0,0,4,98
8178,0,0,4,109
8179,0,0,14,25
8180,0,0,9,49
8181,0,0,11,59
8182,0,0,10,25
8183,0,0,4,73
8184,0,0,6,118
8185,0,0,2,351
8186,0,0,1,422
8187,0,0,1,407
8188,0,0,5,315
8189,0,0,1,441
8190,0,0,1,500
8191,0,0,1,870
8192,4155,4332,1,925
8193,0,0,1,994
8194,0,0,1,1523
8195,0,0,1,1752
8196,0,0,128,1298
8197,0,0,2,1122
8198,0,0,1,1491
8199,0,0,1,1840
8200,0,0,17,1007
8201,0,0,8,909
8202,0,0,1,862
8203,0,0,1,1239
8204,0,0,32,506
8205,0,0,10,79
8206,0,0,45,33
8207,0,0,17,58
8208,4155,4332,11,233
8209,0,0,4,392
8210,0,0,1,829
8211,0,0,1,1125
8212,0,0,0,1807
8213,0,0,0,2876
8214,0,0,1,2861
8215,0,0,1,2446
8216,0,0,2,1904
8217,0,0,1,1963
8218,0,0,1,2044
8219,0,0,1,1966
8220,0,0,3,1602
8221,0,0,1,1569
8222,0,0,2,1307
8223,0,0,2,1345
8224,4155,4332,0,2017
8225,0,0,5,1717
8226,0,0,58,1434
8227,0,0,7,1062
8228,0,0,73,1250
8229,0,0,354,1004
8230,0,0,697,404
8231,0,0,708,1
8232,0,0,127,27
8233,0,0,38,92
8234,0,0,3,224
8235,0,0,30,40
8236,0,0,29,18
8237,0,0,279,1
8238,0,0,69,11
8239,0,0,9,89
8240,4155,4332,101,47
8241,0,0,9,223
8242,0,0,5,426
8243,0,0,1,786
8244,0,0,2,403
8245,0,0,19,71
8246,0,0,21,56
8247,0,0,5,221
8248,0,0,389,4
8249,0,0,88,9
8250,0,0,8,115
8251,0,0,3,131
8252,0,0,1,375
8253,0,0,6,275
8254,0,0,7,149
8255,0,0,5,147
8256,4155,4332,1,833
8257,0,0,1,856
8258,0,0,1,572
8259,0,0,2,311
8260,0,0,5,110
8261,0,0,18,42
8262,0,0,38,77
8263,0,0,3,321
8264,0,0,99,57
8265,0,0,2,203
8266,0,0,16,28
8267,0,0,5,247
8268,4155,4332,1,661
8269,0,0,1,610
8270,0,0,1,437
8271,0,0,1,359
8272,0,0,6,128
8273,0,0,7,93
8274,0,0,14,40
8275,0,0,153,4
8276,0,0,45,85
8277,0,0,83,9
8278,0,0,293,1
8279,0,0,172,1
8280,0,0,16,94
8281,0,0,1,296
8282,0,0,1,295
8283,0,0,4,154
8284,4155,4332,11,123
8285,0,0,6,62
8286,0,0,3,231
8287,0,0,6,180
8288,0,0,80,64
8289,0,0,68,6
8290,0,0,255,2
8291,0,0,510,2
8292,0,0,488,2
8293,0,0,186,2
8294,0,0,64,5
8295,0,0,26,9
8296,0,0,10,151
8297,0,0,87,4
8298,0,0,42,8
8299,0,0,7,33
8300,4155,4332,6,94
8301,0,0,2,304
8302,0,0,1,706
8303,0,0,5,313
8304,0,0,4,337
8305,0,0,1,458
8306,0,0,1,317
8307,0,0,1,373
8308,0,0,6,82
8309,0,0,10,77
8310,0,0,1,488
8311,0,0,1,551
8312,0,0,0,1547
8313,0,0,1,1319
8314,0,0,3,959
8315,0,0,25,875
8316,4155,4332,11,1037
8317,0,0,11,882
8318,0,0,3,314
8319,0,0,5,70
8320,0,0,9,143
8321,0,0,5,242
8322,0,0,6,188
8323,0,0,3,104
8324,0,0,0,721
8325,0,0,1,452
8326,0,0,1,645
8327,0,0,3,486
8328,0,0,4,990
8329,0,0,1,881
8330,0,0,1,405
8331,0,0,9,105
8332,4155,4332,13,66
8333,0,0,65,4
8334,0,0,35,16
8335,0,0,8,202
8336,0,0,6,100
8337,0,0,3,208
8338,0,0,3,189
8339,0,0,3,477
8340,0,0,42,84
8341,0,0,2,321
8342,0,0,3,351
8343,0,0,1,723
8344,0,0,31,113
8345,0,0,4,169
8346,0,0,22,148
8347,0,0,1,296
8348,4155,4332,26,62
8349,0,0,83,4
8350,0,0,108,3
8351,0,0,16,17
8352,0,0,3,65
8353,0,0,51,11
8354,0,0,56,3
8355,0,0,11,9
8356,0,0,12,28
8357,0,0,3,111
8358,0,0,6,19
8359,0,0,3,80
8360,0,0,25,11
8361,0,0,5,15
8362,0,0,3,39
8363,0,0,4,97
8364,4155,4332,2,336
8365,0,0,2,501
8366,0,0,1,599
8367,0,0,2,491
8368,0,0,9,58
8369,0,0,4,175
8370,0,0,3,280
8371,0,0,9,426
8372,0,0,382,2
8373,0,0,143,48
8374,0,0,11,134
8375,0,0,6,218
8376,0,0,5,123
8377,0,0,2,521
8378,0,0,8,318
8379,0,0,9,481
8380,4155,4332,1,884
8381,0,0,1,871
8382,0,0,4,902
8383,0,0,4,697
8384,0,0,93,509
8385,0,0,7,355
8386,0,0,6,237
8387,0,0,3,640
8388,0,0,3,402
8389,0,0,2,665
8390,0,0,1,875
8391,0,0,1,1416
8392,0,0,0,2177
8393,0,0,1,1964
8394,0,0,2,1916
8395,0,0,5,1440
8396,4155,4332,39,991
8397,0,0,10,618
8398,0,0,30,565
8399,0,0,3,389
8400,0,0,5,405
8401,0,0,1,695
8402,0,0,1,406
8403,0,0,1,408
8404,0,0,8,144
8405,0,0,6,151
8406,0,0,10,9
8407,0,0,10,16
8408,0,0,9,145
8409,0,0,56,6
8410,0,0,341,0
8411,0,0,235,0
8412,4155,4332,139,1
8413,0,0,223,1
8414,0,0,37,10
8415,0,0,15,85
8416,0,0,15,118
8417,0,0,6,215
8418,0,0,74,9
8419,0,0,159,3
8420,0,0,134,62
8421,0,0,638,1
8422,0,0,744,1
8423,0,0,870,0
8424,0,0,587,0
8425,0,0,426,1
8426,0,0,1039,0
8427,0,0,1539,0
8428,4155,4332,1986,2
8429,0,0,1495,0
8430,0,0,1212,47
8431,0,0,653,149
8432,0,0,301,284
8433,0,0,2,237
8434,0,0,5,159
8435,0,0,12,27
8436,0,0,316,3
8437,0,0,180,5
8438,0,0,168,4
8439,0,0,131,1
8440,0,0,38,28
8441,0,0,45,72
8442,0,0,11,110
8443,0,0,5,217
8444,4155,4332,1,958
8445,0,0,1,1023
8446,0,0,2,442
8447,0,0,2,263
8448,0,0,4,160
8449,0,0,6,165
8450,0,0,4,208
8451,0,0,2,327
8452,0,0,21,23
8453,0,0,4,126
8454,0,0,5,214
8455,0,0,2,593
8456,0,0,1,791
8457,0,0,1,805
8458,0,0,2,406
8459,0,0,4,157
8460,4155,4332,1,796
8461,0,0,1,880
8462,0,0,2,719
8463,0,0,3,517
8464,0,0,10,49
8465,0,0,10,145
8466,0,0,6,42
8467,0,0,4,480
8468,0,0,24,257
8469,0,0,22,98
8470,0,0,27,26
8471,0,0,50,37
8472,0,0,6,478
8473,0,0,5,509
8474,0,0,4,460
8475,0,0,8,87
8476,4155,4332,6,75
8477,0,0,16,86
