ID,technology,fuel,node,maxPower,minPower,efficiency,emission,rampUp,rampDown,variableCosts,hotStartCosts,warmStartCosts,coldStartCosts,minOperatingTime,minDowntime,heatExtraction,maxExtraction,heatingDistrict,company,year
BNA0810,open cycle gas turbine,natural gas,203,65.0,16.25,0.312,0.6459999999999999,65.0,65.0,3.0,16.5,21.0,28.5,0,0,no,0.0,N/A,Kraftwerk Veltheim,1974
BNA0813,hard coal,hard coal,203,303.0,121.2,0.35,0.972,212.1,212.1,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,Kraftwerk Veltheim,1970
BNA0814,open cycle gas turbine,natural gas,371,81.8,20.45,0.381,0.53,81.8,81.8,3.0,19.5,34.5,43.5,0,0,yes,65.0,DH_DE_Rem,HKW Potsdam-Süd,1996
BNA0820,hard coal,hard coal,238,655.6,262.24,0.365,0.932,458.91999999999996,458.91999999999996,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,Weiher,1976
BNA0832,open cycle gas turbine,natural gas,277,9.8,2.45,0.457,0.441,9.8,9.8,3.0,16.5,21.0,28.5,0,0,yes,14.0,DH_DE_Ind,BHKW-Hauffstraße,2011
BNA0834,open cycle gas turbine,natural gas,95,79.0,19.75,0.315,0.6409999999999999,79.0,79.0,3.0,16.5,21.0,28.5,0,0,yes,105.0,DH_DE_Ind,Solvay Kraftwerk Rheinberg,1975
BNA0842a,open cycle gas turbine,natural gas,305,9.8,2.45,0.457,0.441,9.8,9.8,3.0,16.5,21.0,28.5,0,0,yes,14.0,DH_DE_Rem,Gasmotore,2011
BNA0842b,open cycle gas turbine,natural gas,305,9.2,2.3,0.46,0.439,9.2,9.2,3.0,16.5,21.0,28.5,0,0,yes,13.0,DH_DE_Rem,Gasmotor 4,2013
BNA0843,open cycle gas turbine,natural gas,305,4.3,1.075,0.45899999999999996,0.44,4.3,4.3,3.0,16.5,21.0,28.5,0,0,yes,6.0,DH_DE_Rem,Gasmotor 5,2012
BNA0848,combined cycle gas turbine,natural gas,422,108.0,43.2,0.522,0.387,91.8,91.8,4.0,24.0,34.2,46.7,5,6,yes,120.0,DH_DE_Rem,GuD Marienehe,1996
BNA0849,hard coal,hard coal,422,514.0,205.60000000000002,0.41,0.83,359.79999999999995,359.79999999999995,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,KNG Kraftwerk Rostock,1994
BNA0856,open cycle gas turbine,natural gas,331,26.5,6.625,0.39399999999999996,0.512,26.5,26.5,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,HKW Schwarza,1936
BNA0857,combined cycle gas turbine,natural gas,200,112.1,44.84,0.536,0.377,95.285,95.285,4.0,24.0,34.2,46.7,5,6,yes,88.0,DH_DE_Ind,GuD-Anlage Rüsselsheim,1999
BNA0861a,combined cycle gas turbine,natural gas,238,75.0,30.0,0.594,0.34,63.75,63.75,4.0,23.0,34.2,46.7,5,6,yes,117.0,DH_DE_Rem,HKW Römerbrücke,2012
BNA0861b,hard coal,hard coal,238,50.0,20.0,0.43799999999999994,0.777,35.0,35.0,1.3,45.1,73.9,73.2,7,6,yes,117.0,DH_DE_Rem,HKW Römerbrücke,1988
BNA0878,lignite,lignite,143,450.0,225.0,0.39,0.9309999999999999,225.0,225.0,7.0,30.4,47.5,69.3,10,7,no,0.0,N/A,Schkopau,1996
BNA0879,lignite,lignite,143,450.0,225.0,0.39,0.9309999999999999,225.0,225.0,7.0,30.4,47.5,69.3,10,7,yes,231.0,DH_DE_Rem,Schkopau,1996
BNA0893,combined cycle gas turbine,natural gas,358,122.0,48.800000000000004,0.513,0.39299999999999996,103.7,103.7,4.0,24.0,34.2,46.7,5,6,yes,209.0,DH_DE_Ind,GuD Schwarzheide,1994
BNA0894a,oil,oil,360,28.0,7.0,0.354,0.8270000000000001,28.0,28.0,3.0,20.7,35.8,45.1,0,0,yes,72.0,DH_DE_Ind,IKS PCK Schwedt,1972
BNA0894b,oil,oil,360,34.5,8.625,0.37799999999999995,0.774,34.5,34.5,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,IKS PCK Schwedt,1994
BNA0894c,oil,oil,360,106.0,26.5,0.38299999999999995,0.765,106.0,106.0,3.0,20.7,35.8,45.1,0,0,yes,106.0,DH_DE_Ind,IKS PCK Schwedt,1997
BNA0894d,oil,oil,360,106.0,26.5,0.38299999999999995,0.765,106.0,106.0,3.0,20.7,35.8,45.1,0,0,yes,106.0,DH_DE_Ind,IKS PCK Schwedt,1998
BNA0894e,oil,oil,360,59.0,14.75,0.397,0.738,59.0,59.0,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,IKS PCK Schwedt,2011
BNA0896,open cycle gas turbine,natural gas,416,44.9,11.225,0.37799999999999995,0.5329999999999999,44.9,44.9,3.0,19.5,34.5,43.5,0,0,yes,36.0,DH_DE_Rem,HKW Schwerin Süd,1994
BNA0897,open cycle gas turbine,natural gas,416,23.0,5.75,0.37799999999999995,0.5329999999999999,23.0,23.0,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,HKW Schwerin Lankow,1994
BNA0914,lignite,lignite,355,750.0,375.0,0.39299999999999996,0.925,375.0,375.0,7.0,30.4,47.5,69.3,10,7,yes,385.0,DH_DE_Rem,Schwarze Pumpe,1997
BNA0915,lignite,lignite,355,750.0,375.0,0.395,0.919,375.0,375.0,7.0,30.4,47.5,69.3,10,7,no,0.0,N/A,Schwarze Pumpe,1998
BNA0918a,open cycle gas turbine,natural gas,64,190.0,47.5,0.354,0.57,190.0,190.0,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,Dow Stade,1972
BNA0918b,combined cycle gas turbine,natural gas,64,173.0,69.2,0.603,0.335,147.04999999999998,147.04999999999998,4.0,24.0,34.2,46.7,5,6,yes,333.0,DH_DE_Ind,Dow Stade,2014
BNA0922,combined cycle gas turbine,natural gas,373,132.0,52.800000000000004,0.522,0.387,112.2,112.2,4.0,23.0,34.2,46.7,5,6,yes,160.0,DH_DE_Ind,GuD-Ikw Staßfurt,1996
BNA0926b,hard coal,hard coal,128,24.8,9.920000000000002,0.348,0.9790000000000001,17.36,17.36,1.3,45.1,73.9,73.2,7,6,yes,45.0,DH_DE_Ind,Heizkraftwerk der Sappi Stockstadt GmbH,1969
BNA0934,hard coal,hard coal,273,22.6,9.040000000000001,0.44799999999999995,0.76,15.82,15.82,1.3,45.1,73.9,73.2,7,6,yes,43.0,DH_DE_Neckar,Heizkraftwerk Stuttgart-Gaisburg,2009
BNA0935,hard coal,hard coal,273,45.0,18.0,0.38,0.895,31.499999999999996,31.499999999999996,1.3,45.1,73.9,73.2,7,6,yes,129.0,DH_DE_Neckar,Restmüll-Heizkraftwerk Stuttgart-Münster,1982
BNA0936,hard coal,hard coal,273,45.0,18.0,0.385,0.883,31.499999999999996,31.499999999999996,1.3,45.1,73.9,73.2,7,6,yes,129.0,DH_DE_Neckar,Restmüll-Heizkraftwerk Stuttgart-Münster,1984
BNA0937,oil,oil,273,23.3,5.825,0.312,0.851,23.3,23.3,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Restmüll-Heizkraftwerk Stuttgart-Münster,1974
BNA0938,oil,oil,273,23.3,5.825,0.312,0.851,23.3,23.3,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Restmüll-Heizkraftwerk Stuttgart-Münster,1974
BNA0939b,oil,oil,273,23.3,5.825,0.312,0.851,23.3,23.3,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Restmüll-Heizkraftwerk Stuttgart-Münster,1974
BNA0957,open cycle gas turbine,natural gas,276,13.4,3.35,0.385,0.524,13.4,13.4,3.0,19.5,34.5,43.5,0,0,yes,18.0,DH_DE_Rem,BHKW Obere Viehweide,2000
BNA0969b,hard coal,hard coal,308,332.7,133.08,0.40299999999999997,0.845,232.89,232.89,1.3,30.5,47.5,69.3,7,6,yes,300.0,DH_DE_Muenchen,Nord 2,1991
BNA0989,hard coal,hard coal,86,318.0,127.2,0.353,0.965,222.6,222.6,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,KW West,1971
BNA0990,hard coal,hard coal,86,322.0,128.8,0.353,0.965,225.39999999999998,225.39999999999998,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,KW West,1971
BNA0991,hard coal,hard coal,86,695.0,278.0,0.43799999999999994,0.777,486.49999999999994,486.49999999999994,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,KW Voerde,1982
BNA0992,hard coal,hard coal,86,695.0,278.0,0.43799999999999994,0.777,486.49999999999994,486.49999999999994,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,KW Voerde,1985
BNA0993,open cycle gas turbine,natural gas,312,415.0,103.75,0.35600000000000004,0.5660000000000001,415.0,415.0,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,Irsching,1974
BNA0994,combined cycle gas turbine,natural gas,312,846.0,338.40000000000003,0.585,0.345,719.1,719.1,4.0,24.0,34.2,46.7,5,6,no,0.0,N/A,Gemeinschaftskraftwerk Irsching ,2010
BNA0995,combined cycle gas turbine,natural gas,312,545.0,218.0,0.59,0.342,463.25,463.25,4.0,23.0,34.2,46.7,5,6,no,0.0,N/A,Ulrich Hartmann (Irsching),2011
BNA0998,hard coal,hard coal,26,179.0,71.60000000000001,0.38,0.895,125.3,125.3,1.3,45.1,73.9,73.2,7,6,yes,210.0,DH_DE_Saar,Modellkraftwerk,1982
BNA0999,hard coal,hard coal,26,211.0,84.4,0.39799999999999996,0.856,147.7,147.7,1.3,45.1,73.9,73.2,7,6,yes,185.0,DH_DE_Saar,Heizkraftwerk,1989
BNA1002,lignite,lignite,341,31.0,15.5,0.386,0.9420000000000001,15.5,15.5,7.0,45.1,73.9,73.2,10,7,yes,52.0,DH_DE_Rem,Wählitz,1994
BNA1004,oil,oil,270,136.0,34.0,0.331,0.805,136.0,136.0,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Kraftwerk Walheim,1981
BNA1005,hard coal,hard coal,270,96.0,38.400000000000006,0.45299999999999996,0.752,67.19999999999999,67.19999999999999,1.3,45.1,73.9,73.2,7,6,no,0.0,N/A,Kraftwerk Walheim,1964
BNA1006,hard coal,hard coal,270,148.0,59.2,0.45299999999999996,0.752,103.6,103.6,1.3,45.1,73.9,73.2,7,6,no,0.0,N/A,Kraftwerk Walheim,1967
BNA1007a,oil,oil,302,24.0,6.0,0.349,0.763,24.0,24.0,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,SKW Gasturbine,1988
BNA1007b,oil,oil,302,10.5,2.625,0.361,0.737,10.5,10.5,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,SKW Diesel,1978
BNA1015,oil,oil,410,50.5,12.625,0.307,0.866,50.5,50.5,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Wedel,1972
BNA1016,oil,oil,410,50.5,12.625,0.307,0.866,50.5,50.5,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Wedel,1972
BNA1025,lignite,lignite,169,312.0,156.0,0.316,1.15,156.0,156.0,7.0,30.4,47.5,69.3,10,7,no,0.0,N/A,Weisweiler,1965
BNA1026,lignite,lignite,169,304.0,152.0,0.321,1.1320000000000001,152.0,152.0,7.0,30.4,47.5,69.3,10,7,no,0.0,N/A,Weisweiler,1967
BNA1027,lignite,lignite,169,592.0,296.0,0.33799999999999997,1.0759999999999998,296.0,296.0,7.0,30.4,47.5,69.3,10,7,yes,304.0,DH_DE_Rem,Weisweiler,1974
BNA1028,lignite,lignite,169,592.0,296.0,0.34,1.069,296.0,296.0,7.0,30.4,47.5,69.3,10,7,no,0.0,N/A,Weisweiler,1975
BNA1037,hard coal,hard coal,3676,310.0,124.0,0.38,0.895,217.0,217.0,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,Kraftwerk Werdohl-Elverlingsen,1982
BNA1039,combined cycle gas turbine,natural gas,145,55.0,22.0,0.419,0.48200000000000004,46.75,46.75,4.0,23.0,34.2,46.7,5,6,no,0.0,N/A,Gersteinwerk,1973
BNA1040,combined cycle gas turbine,natural gas,145,55.0,22.0,0.419,0.48200000000000004,46.75,46.75,4.0,23.0,34.2,46.7,5,6,no,0.0,N/A,Gersteinwerk,1973
BNA1041,open cycle gas turbine,natural gas,145,55.0,13.75,0.31,0.6509999999999999,55.0,55.0,3.0,16.5,21.0,28.5,0,0,no,0.0,N/A,Gersteinwerk,1973
BNA1042,open cycle gas turbine,natural gas,145,55.0,13.75,0.31,0.6509999999999999,55.0,55.0,3.0,16.5,21.0,28.5,0,0,no,0.0,N/A,Gersteinwerk,1973
BNA1046a,hard coal,hard coal,145,607.5,243.0,0.385,0.883,425.25,425.25,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,Gersteinwerk,1984
BNA1046b,open cycle gas turbine,natural gas,145,112.0,28.0,0.33799999999999997,0.596,112.0,112.0,3.0,16.5,21.0,28.5,0,0,no,0.0,N/A,Gersteinwerk,1984
BNA1056,open cycle gas turbine,natural gas,200,25.0,6.25,0.392,0.515,25.0,25.0,3.0,19.5,34.5,43.5,0,0,yes,36.0,DH_DE_Ind,Wi-Biebrich,2006
BNA1060,oil,oil,407,56.0,14.0,0.31,0.8590000000000001,56.0,56.0,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Wilhelmshaven,1973
BNA1061,hard coal,hard coal,407,757.0,302.8,0.365,0.932,529.9,529.9,1.3,30.5,47.5,69.3,7,6,no,0.0,N/A,Wilhelmshaven,1976
BNA1074,open cycle gas turbine,natural gas,337,40.0,10.0,0.382,0.529,40.0,40.0,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,Spitzenlastkraftwerk Wolfen,1997
BNA1075a,hard coal,hard coal,226,61.5,24.6,0.425,0.8,43.05,43.05,1.3,45.1,73.9,73.2,7,6,yes,176.0,DH_DE_Ind,HKW Nord,2000
BNA1075b,hard coal,hard coal,56,61.5,24.6,0.425,0.8,43.05,43.05,1.3,45.1,73.9,73.2,7,6,yes,176.0,DH_DE_Ind,HKW Nord,2000
BNA1076a,hard coal,hard coal,226,138.5,55.400000000000006,0.38799999999999996,0.878,96.94999999999999,96.94999999999999,1.3,45.1,73.9,73.2,7,6,yes,140.0,DH_DE_Rem,HKW West,1985
BNA1076b,hard coal,hard coal,226,138.5,55.400000000000006,0.38799999999999996,0.878,96.94999999999999,96.94999999999999,1.3,45.1,73.9,73.2,7,6,yes,140.0,DH_DE_Rem,HKW West,1985
BNA1078,open cycle gas turbine,natural gas,32,59.0,14.75,0.39399999999999996,0.512,59.0,59.0,3.0,19.5,34.5,43.5,0,0,yes,91.0,DH_DE_Ind,HKW Wörth,2008
BNA1082,combined cycle gas turbine,natural gas,174,82.0,32.800000000000004,0.563,0.359,69.7,69.7,4.0,23.0,34.2,46.7,5,6,yes,117.0,DH_DE_Rem,HKW Barmen,2005
BNA1083,oil,oil,174,60.0,15.0,0.38,0.7,60.0,60.0,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Spitzenlastanlage Barmen,2008
BNA1084,hard coal,hard coal,119,85.0,34.0,0.39799999999999996,0.856,59.49999999999999,59.49999999999999,1.3,45.1,73.9,73.2,7,6,yes,201.0,DH_DE_Rem,HKW Elberfeld ,1989
BNA1085,combined cycle gas turbine,natural gas,232,23.0,9.200000000000001,0.41,0.493,19.55,19.55,4.0,23.0,34.2,46.7,5,6,yes,43.0,DH_DE_Rem,Heizkraftwerke an der Friedensbrücke,1971
BNA1086,combined cycle gas turbine,natural gas,232,25.0,10.0,0.509,0.397,21.25,21.25,4.0,24.0,34.2,46.7,5,6,yes,38.0,DH_DE_Rem,Heizkraftwerke an der Friedensbrücke,1993
BNA1087,combined cycle gas turbine,natural gas,232,29.5,11.8,0.581,0.348,25.075,25.075,4.0,23.0,34.2,46.7,5,6,yes,18.0,DH_DE_Rem,Heizkraftwerke an der Friedensbrücke,2009
BNA1088,combined cycle gas turbine,natural gas,232,44.5,17.8,0.563,0.359,37.824999999999996,37.824999999999996,4.0,24.0,34.2,46.7,5,6,yes,125.0,DH_DE_Ind,Heizkraftwerke an der Friedensbrücke,2005
BNA1089,open cycle gas turbine,natural gas,375,52.0,13.0,0.381,0.53,52.0,52.0,3.0,19.5,34.5,43.5,0,0,yes,78.0,DH_DE_Ind,Zielitz,1996
BNA1092,oil,oil,311,46.0,11.5,0.318,0.838,46.0,46.0,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Zolling,1976
BNA1093,hard coal,hard coal,311,472.0,188.8,0.45299999999999996,0.752,330.4,330.4,1.3,30.5,47.5,69.3,7,6,yes,242.0,DH_DE_Rem,Zolling,1986
BNA1094,open cycle gas turbine,natural gas,69,15.1,3.775,0.348,0.581,15.1,15.1,3.0,19.5,34.5,43.5,0,0,yes,16.0,DH_DE_Ind,Gaskraftwerk,1966
BNA1097,lignite,lignite,69,14.4,7.2,0.424,0.857,7.2,7.2,7.0,45.1,73.9,73.2,10,7,yes,38.0,DH_DE_Ind,Kohlekraftwerk,1978
BNA1103,open cycle gas turbine,natural gas,296,29.0,7.25,0.348,0.581,29.0,29.0,3.0,19.5,34.5,43.5,0,0,yes,54.0,DH_DE_Ind,UPM Augsburg,1966
BNA1104,open cycle gas turbine,natural gas,296,18.0,4.5,0.359,0.563,18.0,18.0,3.0,19.5,34.5,43.5,0,0,yes,43.0,DH_DE_Rem,Heizkraftwerk,1976
BNA1105,open cycle gas turbine,natural gas,228,9.7,2.425,0.37799999999999995,0.5329999999999999,9.7,9.7,3.0,19.5,34.5,43.5,0,0,yes,15.0,DH_DE_Rem,HKW Bad Salzungen,1994
BNA1117,open cycle gas turbine,natural gas,128,11.4,2.85,0.384,0.526,11.4,11.4,3.0,19.5,34.5,43.5,0,0,yes,8.0,DH_DE_Ind,Industriekraftwerk Breuberg,1999
BNA1120,open cycle gas turbine,natural gas,154,10.2,2.55,0.35700000000000004,0.5660000000000001,10.2,10.2,3.0,16.5,21.0,28.5,0,0,yes,16.0,DH_DE_Ind,Energiezentrale,1991
BNA1125,open cycle gas turbine,natural gas,199,10.0,2.5,0.377,0.535,10.0,10.0,3.0,16.5,21.0,28.5,0,0,yes,15.0,DH_DE_Ind,Heizkraftwerk,1999
BNA1127,open cycle gas turbine,natural gas,317,6.7,1.675,0.375,0.5379999999999999,6.7,6.7,3.0,16.5,21.0,28.5,0,0,yes,10.0,DH_DE_Rem,GHD,1998
BNA1128,open cycle gas turbine,natural gas,317,6.7,1.675,0.375,0.5379999999999999,6.7,6.7,3.0,16.5,21.0,28.5,0,0,yes,10.0,DH_DE_Rem,GHD,1998
BNA1131,open cycle gas turbine,natural gas,170,14.0,3.5,0.397,0.508,14.0,14.0,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,"MT, Düren",2011
BNA1138,open cycle gas turbine,natural gas,118,10.2,2.55,0.385,0.524,10.2,10.2,3.0,19.5,34.5,43.5,0,0,yes,15.0,DH_DE_Rem,BHKW an Klinkerweg,2000
BNA1141,lignite,lignite,71,14.5,7.25,0.431,0.843,7.25,7.25,7.0,45.1,73.9,73.2,10,7,yes,38.0,DH_DE_Ind,P&L Werk Euskirchen,2013
BNA1151,open cycle gas turbine,natural gas,58,13.5,3.375,0.387,0.521,13.5,13.5,3.0,19.5,34.5,43.5,0,0,yes,8.0,DH_DE_Ind,KWKK Heidelberg,2002
BNA1164,lignite,lignite,170,24.6,12.3,0.41,0.887,12.3,12.3,7.0,45.1,73.9,73.2,10,7,yes,65.0,DH_DE_Ind,P&L Werk Jülich,2004
BNA1165,open cycle gas turbine,natural gas,147,11.4,2.85,0.389,0.518,11.4,11.4,3.0,19.5,34.5,43.5,0,0,yes,16.0,DH_DE_Ind,P&L Werk Appeldorn,2004
BNA1166,oil,oil,95,4.8,1.2,0.382,0.6970000000000001,4.8,4.8,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,Abfallentsorgungszentrum Asdonkshof,1997
BNA1182,open cycle gas turbine,natural gas,104,15.5,3.875,0.34700000000000003,0.5820000000000001,15.5,15.5,3.0,19.5,34.5,43.5,0,0,yes,29.0,DH_DE_Rem,HKW Merkenich,1965
BNA1183,combined cycle gas turbine,natural gas,108,15.8,6.32,0.545,0.371,13.43,13.43,4.0,23.0,34.2,46.7,5,6,yes,9.0,DH_DE_Rem,HKW Merheim,2001
BNA1185,lignite,lignite,373,20.3,10.15,0.38299999999999995,0.948,10.15,10.15,7.0,45.1,73.9,73.2,10,7,yes,53.0,DH_DE_Rem,P&L Werk Könnern,1993
BNA1187,open cycle gas turbine,natural gas,216,10.2,2.55,0.363,0.556,10.2,10.2,3.0,19.5,34.5,43.5,0,0,yes,16.0,DH_DE_Ind,P&L Werk Lage,1980
BNA1193,open cycle gas turbine,natural gas,216,12.8,3.2,0.387,0.521,12.8,12.8,3.0,19.5,34.5,43.5,0,0,yes,18.0,DH_DE_Rem,HKW-West,2001
BNA1196a,open cycle gas turbine,natural gas,252,12.5,3.125,0.39399999999999996,0.512,12.5,12.5,3.0,19.5,34.5,43.5,0,0,yes,18.0,DH_DE_Rem,BHKW Ludwigshafen,2008
BNA1196b,combined cycle gas turbine,natural gas,252,12.0,4.800000000000001,0.5539999999999999,0.365,10.2,10.2,4.0,23.0,34.2,46.7,5,6,yes,17.0,DH_DE_Ind,Industriekraftwerk Ludwigshafen,2003
BNA1200,combined cycle gas turbine,natural gas,250,17.2,6.88,0.563,0.359,14.62,14.62,4.0,24.0,34.2,46.7,5,6,yes,10.0,DH_DE_Ind,GuD-Kraftwerk,2005
BNA1212,oil,oil,49,11.4,2.85,0.37200000000000005,0.715,11.4,11.4,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,DKW Nord,1988
BNA1225,open cycle gas turbine,natural gas,303,5.3,1.325,0.373,0.541,5.3,5.3,3.0,19.5,34.5,43.5,0,0,yes,9.0,DH_DE_Rem,PWG,1989
BNA1226,open cycle gas turbine,natural gas,303,5.3,1.325,0.371,0.544,5.3,5.3,3.0,19.5,34.5,43.5,0,0,yes,9.0,DH_DE_Rem,PWG,1987
BNA1227,oil,oil,49,11.4,2.85,0.366,0.726,11.4,11.4,3.0,20.7,35.8,45.1,0,0,no,0.0,N/A,DKW Leinau,1983
BNA1238,open cycle gas turbine,natural gas,305,12.6,3.15,0.385,0.524,12.6,12.6,3.0,19.5,34.5,43.5,0,0,yes,8.0,DH_DE_Ind,Kraftwerk Meggle,2000
BNA1248a,open cycle gas turbine,natural gas,49,82.0,20.5,0.35100000000000003,0.575,82.0,82.0,3.0,19.5,34.5,43.5,0,0,yes,83.0,DH_DE_Rem,UPM Schongau,1969
BNA1248b,open cycle gas turbine,natural gas,49,65.0,16.25,0.402,0.503,65.0,65.0,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,HKW3 UPM Schongau,2015
BNA1260,open cycle gas turbine,natural gas,272,95.0,23.75,0.39899999999999997,0.505,95.0,95.0,3.0,19.5,34.5,43.5,0,0,yes,102.0,DH_DE_Ind,Heizkraftwerk Sindelfingen,2013
BNA1264,open cycle gas turbine,natural gas,330,13.5,3.375,0.38,0.532,13.5,13.5,3.0,19.5,34.5,43.5,0,0,no,0.0,N/A,HKW Bohrhügel,1995
BNA1271,open cycle gas turbine,natural gas,180,33.6,8.4,0.34700000000000003,0.5820000000000001,33.6,33.6,3.0,19.5,34.5,43.5,0,0,yes,62.0,DH_DE_Ind,Unterbreizbach,1965
BNA1279,combined cycle gas turbine,natural gas,106,51.9,20.76,0.428,0.47200000000000003,44.114999999999995,44.114999999999995,4.0,23.0,34.2,46.7,5,6,yes,80.0,DH_DE_Ind,Gasturbine,1996
BNA1280,oil,oil,106,66.3,16.575,0.38,0.7,66.3,66.3,3.0,20.7,35.8,45.1,0,0,yes,111.0,DH_DE_Ind,Kraftwerk,1962
BNA1284,open cycle gas turbine,natural gas,249,11.5,2.875,0.375,0.5379999999999999,11.5,11.5,3.0,19.5,34.5,43.5,0,0,yes,18.0,DH_DE_Ind,Co-Generation,1991
BNA1285,open cycle gas turbine,natural gas,385,19.0,4.75,0.35600000000000004,0.5660000000000001,19.0,19.0,3.0,19.5,34.5,43.5,0,0,yes,29.0,DH_DE_Ind,Sigmundshall,1974
BNA1292a,open cycle gas turbine,natural gas,292,11.1,2.775,0.366,0.551,11.1,11.1,3.0,19.5,34.5,43.5,0,0,yes,19.0,DH_DE_Ind,IHKW Heidenheim,1983
BNA1292b,open cycle gas turbine,natural gas,292,15.4,3.85,0.385,0.524,15.4,15.4,3.0,19.5,34.5,43.5,0,0,yes,9.0,DH_DE_Ind,IHKW Heidenheim,2014
BNA1293b,lignite,lignite,165,10.0,5.0,0.38799999999999996,0.9359999999999999,5.0,5.0,7.0,45.1,73.9,73.2,10,7,yes,26.0,DH_DE_Ind,Kraftwerk,1995
BNA1294,oil,oil,414,38.0,9.5,0.377,0.705,38.0,38.0,3.0,20.7,35.8,45.1,0,0,yes,61.0,DH_DE_Ind,EEV,1993
BNA1315,open cycle gas turbine,natural gas,268,27.0,6.75,0.386,0.523,27.0,27.0,3.0,19.5,34.5,43.5,0,0,yes,42.0,DH_DE_Ind,HKW,2001
BNA1327a,open cycle gas turbine,natural gas,311,11.1,2.775,0.376,0.536,11.1,11.1,3.0,19.5,34.5,43.5,0,0,yes,19.0,DH_DE_Ind,Energiezentrale 1992,1992
BNA1327b,open cycle gas turbine,natural gas,311,7.4,1.85,0.38799999999999996,0.52,7.4,7.4,3.0,19.5,34.5,43.5,0,0,yes,11.0,DH_DE_Rem,Erweiterung Energiezentrale 2003,2003
BNA1328,open cycle gas turbine,natural gas,305,24.0,6.0,0.386,0.523,24.0,24.0,3.0,19.5,34.5,43.5,0,0,yes,16.0,DH_DE_Ind,HBB,2001
BNA1329,combined cycle gas turbine,natural gas,349,12.8,5.120000000000001,0.509,0.397,10.88,10.88,4.0,24.0,34.2,46.7,5,6,yes,20.0,DH_DE_Ind,K&N PFK AG EV,1993
BNA1331,hard coal,hard coal,210,19.0,7.6000000000000005,0.315,1.08,13.299999999999999,13.299999999999999,1.3,45.1,73.9,73.2,7,6,yes,35.0,DH_DE_Rem,Reno De Medici,1923
BNA1332,open cycle gas turbine,natural gas,159,24.0,6.0,0.38,0.532,24.0,24.0,3.0,19.5,34.5,43.5,0,0,yes,50.0,DH_DE_Ind,INEOS Kraftwerk,1995
BNA1333a,open cycle gas turbine,natural gas,272,12.2,3.05,0.37200000000000005,0.5429999999999999,12.2,12.2,3.0,19.5,34.5,43.5,0,0,yes,19.0,DH_DE_Rem,HKW Pfaffenwald,1988
BNA1333b,open cycle gas turbine,natural gas,272,11.3,2.825,0.35100000000000003,0.575,11.3,11.3,3.0,19.5,34.5,43.5,0,0,yes,27.0,DH_DE_Rem,HKW Pfaffenwald,1969
BNA1333c,open cycle gas turbine,natural gas,272,11.6,2.9,0.35,0.5770000000000001,11.6,11.6,3.0,19.5,34.5,43.5,0,0,yes,28.0,DH_DE_Rem,HKW Pfaffenwald,1968
BNA1334,combined cycle gas turbine,natural gas,399,14.8,5.920000000000001,0.5489999999999999,0.368,12.58,12.58,4.0,23.0,34.2,46.7,5,6,yes,23.0,DH_DE_Rem,KWK-Anlage,2002
BNA1335a,open cycle gas turbine,natural gas,405,58.1,14.525,0.373,0.541,58.1,58.1,3.0,19.5,34.5,43.5,0,0,yes,94.0,DH_DE_Ind,PKV Kraftwerk,1989
BNA1336,open cycle gas turbine,natural gas,116,84.0,21.0,0.32799999999999996,0.616,84.0,84.0,3.0,19.5,34.5,43.5,0,0,yes,156.0,DH_DE_Ind,Holthausen,1948
BNA1337e,combined cycle gas turbine,natural gas,128,47.0,18.8,0.599,0.337,39.949999999999996,39.949999999999996,4.0,24.0,34.2,46.7,5,6,yes,28.0,DH_DE_Ind,GuD-Anlage,2013
